TMDL TARGET DATE(S) ++,NOTE,BASIN,HUC,LOCATION,STATION,COUNTY,USE,CAUSE
,,,,,,,,
"2012, 2012",,SALUDA,030501091105,"LAKE MURRAY, LITTLE SALUDA ARM AT SC 391",S-222,SALUDA,AL,PH
"2012, 2012",,SALUDA,030501091105,"LAKE MURRAY, LITTLE SALUDA ARM AT SC 391",S-222,SALUDA,AL,TP
2010,,SALUDA,030501091204,BUSH RIVER AT SC 560 S OF JOANNA,S-042,NEWBERRY,AL,DO
,,,,,,,,
2015,,SALUDA,030501091206,"BUSH RIVER  AT COUNTY RD 395, 3 M S OF NEWBERRY",RS-01044,NEWBERRY,AL,BIO
2020,,SALUDA,030501091206,SCOTT CK AT SC 34 SW OF NEWBERRY,S-044,NEWBERRY,AL,DO
"2012, 2012",,SALUDA,030501091206,"LAKE MURRAY, BUSH RVR ARM, 4.6 KM US SC 391",S-309,NEWBERRY,AL,CHLA
"2012, 2012",,SALUDA,030501091206,"LAKE MURRAY, BUSH RVR ARM, 4.6 KM US SC 391",S-309,NEWBERRY,AL,TP
2010,,SALUDA,030501091207,SALUDA RVR AT SC 121,S-047,NEWBERRY,REC,FC
2017,,SALUDA,030501091207,SALUDA RVR AT SC 121,S-047,NEWBERRY,FISH,HG
2017,,SALUDA,030501091207,SALUDA RIVER @ SC 395,S-105,NEWBERRY,FISH,HG
2012,,SALUDA,030501091207,"LAKE MURRAY, SALUDA RVR ARM, US BUSH RVR, 3.8 KM US SC 391",S-310,NEWBERRY,AL,PH
,,,,,,,,
2016,,SALUDA,030501091305,CAMPING CREEK AT SR 72,S-850,NEWBERRY,AL,BIO
,,,,,,,,
2010,,SALUDA,030501091307,MACEDONIA LANDING LK MURRAY AT END OF S-36-26 MACEDONIA,S-212,NEWBERRY,AL,PH
,,,,,,,,
2016,,SALUDA,030501091311,LK MURRAY IN FOREBAY EQUIDISTANT FROM DAM AND SHORELINES,CL-083,LEXINGTON,AL,CU
,,,,,,,,
2013,,SALUDA,030501091402,TWELVE MILE CREEK AT SR 106,S-052,LEXINGTON,AL,BIO
2013,,SALUDA,030501091402,TWELVEMILE CREEK AT U.S. ROUTE 378,S-294,LEXINGTON,AL,BIO
2013,,SALUDA,030501091402,FOURTEEN MILE CREEK AT SR 28,S-848,LEXINGTON,AL,BIO
,,,,,,,,
2013,,SALUDA,030501091403,"RAWLS CREEK AT COUNTY RD 175, 0.25 M W OF IRMO",RS-01012,LEXINGTON,AL,BIO
2010,,SALUDA,030501091403,SALUDA RVR AT MEPCO ELECT. PLANT WATER INTAKE SSE IRMO,S-149,LEXINGTON,AL,TURBIDITY
2020,,SALUDA,030501091403,LORICK BR AT PT UPSTRM OF JCT WITH SALUDA RVR,S-150,LEXINGTON,AL,DO
2017,,SALUDA,030501091403,SALUDA RVR JUST BELOW LK MURRAY DAM,S-152,LEXINGTON,FISH,HG
2011,,SALUDA,030501091403,KINLEY CK AT S-32-36 (ST. ANDREWS RD) IN IRMO,S-260,LEXINGTON,AL,BIO
2013,,SALUDA,030501091403,RAWLS CREEK AT S-32-107,S-287,LEXINGTON,AL,TURBIDITY
,,,,,,,,
2010,,SALUDA,030501100104,SIXMILE CK ON US 21 S OF CAYCE,C-005,LEXINGTON,AL,DO
,,,,,,,,
2017,,SALUDA,030501100201,SESQUICENTENNIAL STATE PARK,C-046,RICHLAND,FISH,HG
2010,,SALUDA,030501100201,WINDSOR LK SPILLWAY ON WINSDOR LK BLVD,C-048,RICHLAND,AL,DO
,,,,,,,,
2009,*,SALUDA,030501100203,GILLS CK AT BRDG ON US 76 (GARNERS FERRY ROAD),C-001,RICHLAND,REC,FC
2010,,SALUDA,030501100203,GILLS CK AT SC 48 (BLUFF ROAD),C-017,RICHLAND,AL,DO
2009,*,SALUDA,030501100203,GILLS CK AT SC 48 (BLUFF ROAD),C-017,RICHLAND,REC,FC
2017,,SALUDA,030501100203,FOREST LAKE AT DAM,C-068,RICHLAND,FISH,HG
,,,,,,,,
2009,*,SALUDA,030501100301,BROAD RIVER DIVERSION CANAL AT COLA WATER PLANT,B-080,RICHLAND,REC,FC
2017,,SALUDA,030501100301,CONGAREE RIVER @ BARNEY JORDAN RAMP,C-007A,RICHLAND,FISH,HG
2017,,SALUDA,030501100301,CONGAREE RIVER @ ST HWY 378,C-007F,LEXINGTON,FISH,HG
2011,,SALUDA,030501100301,CONGAREE RVR AT BLOSSOM ST (SALUDA RIVER),CSB-001L,LEXINGTON,REC,FC
2011,,SALUDA,030501100301,CONGAREE RVR AT BLOSSOM ST (BROAD RIVER),CSB-001R,LEXINGTON,REC,FC
,,,,,,,,
2008,*,SALUDA,030501100304,MILL CK AT SC 262,C-021,RICHLAND,REC,FC
2009,*,SALUDA,030501100304,REEDER POINT BR AT SC 48,C-073,RICHLAND,REC,FC
,,,,,,,,
2015,,SALUDA,030501100305,CEDAR CK AT S-40-734,C-071,RICHLAND,AL,BIO
,,,,,,,,
2011,,SALUDA,030501100310,"CONGAREE RVR, WEST BOUNDARY OF CONGAREE SWAMP MONUMENT",C-074,RICHLAND,REC,FC
2011,,SALUDA,030501100310,CONGAREE RIVER@ DEVRO-TEEPAK DISCHARGE OUTFALL,S-967,LEXINGTON,AL,CU
,,,,,,,,
2008,*,SALUDA,030501100401,TOMS CK AT SC 48,C-072,RICHLAND,REC,FC
2013,,SALUDA,030501100401,TOMS CREEK AT POWER LINE AND RR TRACK,C-579,RICHLAND,AL,BIO
2013,,SALUDA,030501100401,TOM'S  CREEK AT RED BLUFF RD.,S-950,RICHLAND,AL,BIO
2013,,SALUDA,030501100401,TOM'S  CREEK AT RED BLUFF RD.,S-950,RICHLAND,REC,FC
,,,,,,,,
2015,,SALUDA,030501100402,BUCKHEAD CREEK AT S-09-151 2.1 MI NE OF FORT MOTTE,RS-04521,CALHOUN,AL,BIO
,,,,,,,,
2011,#,SALUDA,030501100403,CONGAREE RVR AT US 601 (SC-001),C-007,CALHOUN,AL,CU
2011,,SALUDA,030501100403,CONGAREE RVR AT US 601 (SC-001),C-007,CALHOUN,REC,FC
2017,,SALUDA,030501100403,CONGAREE RVR AT US 601 (SC-001),C-007,CALHOUN,FISH,HG
,,,,,,,,
2013,,SANTEE,030501110101,WARLEY CREEK AT CO RD S-09-287 3.4 MI NW OF LONE STAR,RS-04389,CALHOUN,AL,BIO
,,,,,,,,
2010,,SANTEE,030501110102,DUCKFORD BRANCH AT S-43-52 3.2 MI SW OF PINEWOOD,RS-05585,SUMTER,REC,FC
2009,*,SANTEE,030501110102,SPRING CROVE CREEK @ SECONDARY ROAD 26 BRIDGE,SC-009,CLARENDON,REC,FC
"2013, 2013, 2013",,SANTEE,030501110103,LK INSPIRATION - ST MATTHEWS (FRONT OF HEALTH DEPT),C-058,CALHOUN,AL,TN
"2013, 2013, 2013",,SANTEE,030501110103,LK INSPIRATION - ST MATTHEWS (FRONT OF HEALTH DEPT),C-058,CALHOUN,AL,TP
"2013, 2013, 2013",,SANTEE,030501110103,LK INSPIRATION - ST MATTHEWS (FRONT OF HEALTH DEPT),C-058,CALHOUN,AL,TURBIDITY
2015,,SANTEE,030501110103,FURTICK BRANCH@ COUNTY RD. 11,CW-517,CALHOUN,REC,FC
2018,,SANTEE,030501110103,LYONS CREEK@ COUNTY RD. 20,CW-546,CALHOUN,REC,FC
2013,,SANTEE,030501110103,LYONS CREEK AT SC 6,ST-533,CALHOUN,AL,BIO
,,,,,,,,
2014,#,SANTEE,030501110104,UPPER LAKE MARION @ THE MOUTH OF HALFWAY SWAMP CREEK,SC-038,CALHOUN,AL,TP
2013,,SANTEE,030501110104,HALFWAY SWAMP CREEK AT SR 157,ST-534,CALHOUN,AL,BIO
,,,,,,,,
2021,,SANTEE,030501110105,BIG POPLAR CREEK @ SECONDARY ROAD 105 BRIDGE,SC-011,CALHOUN,AL,DO
,,,,,,,,
2009,*,SANTEE,030501110106,BIG BRANCH AT S-14-41 (SC-047),CW-243,CLARENDON,REC,FC
,,,,,,,,
2009,*,SANTEE,030501110107,UNNAMED TRIBUTARY TO TAWCAW CREEK AT S-14-559 (WILLIAM BRUNSON ROAD) 4.6 MI SE OF SUMMERTON,RS-03505,CLARENDON,REC,FC
2016,,SANTEE,030501110107,MID LAKE MARION @ TAW CAW CREEK EMBAYMENT,SC-017,CLARENDON,AL,TP
2014,,SANTEE,030501110107,TAWCAW CK AT S-14-127 3.2 MI S OF SUMMERTON (SC-018),ST-018,CLARENDON,AL,DO
2008,*,SANTEE,030501110107,TAWCAW CK AT S-14-127 3.2 MI S OF SUMMERTON (SC-018),ST-018,CLARENDON,REC,FC
,,,,,,,,
2008,*,SANTEE,030501110108,"WHITE OAK CREEK AT COUNTY RD 345, 4.5 M ESE OF SUMMERTON",RS-01051,CLARENDON,REC,FC
2009,*,SANTEE,030501110108,POTATO CREEK AT S-14-715 (ROGERS ROAD) 5.5 MI SE OF SUMMERTON,RS-03501,CLARENDON,REC,FC
2017,,SANTEE,030501110108,LAKE MARION @ WYBOO CREEK,ST-024,CLARENDON,FISH,HG
2014,,SANTEE,030501110108,POTATO CK AT S-14-127 3.2 MI S OF SUMMERTON (SC-020),ST-035,CLARENDON,AL,DO
2008,*,SANTEE,030501110108,POTATO CK AT S-14-127 3.2 MI S OF SUMMERTON (SC-020),ST-035,CLARENDON,REC,FC
,,,,,,,,
2017,,SANTEE,030501110109,LAKE MARION @ TREZVANT'S LANDING,C-007K,CALHOUN,FISH,HG
2017,,SANTEE,030501110109,LAKE MARION @ DANIELS 4H CAMP,C-057,CALHOUN,FISH,HG
2014,,SANTEE,030501110109,"LAKE MARION FOREBAY, SPILLWAY MARKER 44 (SC-022)",CL-042,ORANGEBURG,AL,CU
2016,,SANTEE,030501110109,LK MARION @ CHANNEL MARKER 69; USE SANTEE COOPER SC-016,RL-02308,CLARENDON,AL,TP
2016,#,SANTEE,030501110109,LAKE MARION 0.5 MI NE OF CALHOUN LANDING (USE SC-044),RL-04388,CALHOUN,AL,TP
"2014, 2014",,SANTEE,030501110109,UPPER LAKE MARION NEAR PACK'S LANDING,SC-005,SUMTER,AL,DO
"2014, 2014",,SANTEE,030501110109,UPPER LAKE MARION NEAR PACK'S LANDING,SC-005,SUMTER,AL,TP
2016,,SANTEE,030501110109,LAKE MARION AT RR TRESTLE AT LONE STAR (SC-008),SC-008,CALHOUN,AL,TP
2014,#,SANTEE,030501110109,UPPER LAKE MARION AT CHANNEL MARKER 150,SC-010,CALHOUN,AL,TP
"2014, 2014",,SANTEE,030501110109,UPPER LAKE MARION @ HEADWATERS OF CHAPEL BRANCH CREEK,SC-014,ORANGEBURG,AL,PH
"2014, 2014",,SANTEE,030501110109,UPPER LAKE MARION @ HEADWATERS OF CHAPEL BRANCH CREEK,SC-014,ORANGEBURG,AL,TP
2014,,SANTEE,030501110109,UPPER LAKE MARION 2.0 KM BELOW RIMINI RAILROAD  TRESTLE,SC-039,CLARENDON,AL,TP
2016,,SANTEE,030501110109,MID LAKE MARION @ CHANNEL MARKER 79,SC-040,ORANGEBURG,AL,TP
2008,*,SANTEE,030501110109,STREAM FLOWING THRU SANTEE NATIONAL GOLF COURSE POND @ HWY 6,SC-045,ORANGEBURG,REC,FC
2015,,SANTEE,030501110109,SURFACE DRAINAGE FROM SAFETY KLEEN HAZARDOUS LANDFILL,SC-057,SUMTER,AL,NI
2016,,SANTEE,030501110109,LK MARION AT OLD US 301/15 BRDG AT SANTEE (SC-015),ST-025,ORANGEBURG,AL,TP
2017,,SANTEE,030501110109,LAKE MARION @ DAM,ST-027,CLARENDON,FISH,HG
2017,,SANTEE,030501110109,LAKE MARION @ RIMINI,ST-519,SUMTER,FISH,HG
2017,,SANTEE,030501110109,LAKE MARION @ LOW FALLS LANDING,ST-529,CALHOUN,FISH,HG
,,,,,,,,
2017,,SANTEE,030501120101,SANTEE RIVER BELOW LAKE MARION (WILSONS),ST-532,BERKELEY,FISH,HG
,,,,,,,,
2013,,SANTEE,030501120102,BENNETTS BRANCH AT S-14-351 11.5 MI SSE OF MANNING,RS-05399,CLARENDON,REC,FC
2015,,SANTEE,030501120102,BENNETTS BRANCH AT SR 351,ST-536,CLAREDON,AL,BIO
2013,,SANTEE,030501120102,DOCTOR BRANCH AT SR 48,ST-537,CLAREDON,AL,BIO
,,,,,,,,
2017,,SANTEE,030501120105,REDIVERSION CANAL AT US 52 (SC-037A),ST-031,BERKELEY,FISH,HG
,,,,,,,,
2017,,SANTEE,030501120106,SANTEE RIVER @ US 52 (HWY 52 LANDING),ST-528,WILLIAMSBURG,FISH,HG
,,,,,,,,
2009,*,SANTEE,030501120205,ECHAW CK AT PITCH LANDING FRANCIS MARION NATL FOREST,RS-02467,BERKELEY,REC,FC
,,,,,,,,
2017,,SANTEE,030501120206,SANTEE RIVER @ SC 41/US 17A,ST-001,BERKELEY,FISH,HG
,,,,,,,,
2017,,SANTEE,030501120302,WAMBAW CREEK (STILL'S LANDING),CSTL-112,CHARLESTON,FISH,HG
,,,,,,,,
2012,,SANTEE,030501120303,SOUTH SANTEE RIVER AT ALLIGATOR CREEK,06A-01,GEORGETOWN,SHELLFISH,FC
2012,,SANTEE,030501120303,SOUTH SANTEE RIVER NEAR THE MIDPOINT OF GRACE ISL. (C-3/01),06A-01A,CHARLESTON,SHELLFISH,FC
2012,,SANTEE,030501120303,SOUTH SANTEE INLET,06A-02,GEORGETOWN,SHELLFISH,FC
2013,,SANTEE,030501120303,ALLIGATOR CREEK NEAREST S. SANTEE RVR BTWN MRKRS 24&25,06B-13,CHARLESTON,SHELLFISH,FC
2009,*,SANTEE,030501120303,CEDAR CREEK AT CNTY RD 857 HAMPTON PLANTATION STATE PARK,RS-01056,CHARLESTON,REC,FC
2017,,SANTEE,030501120303,S SANTEE RVR AT US 17,ST-006,CHARLESTON,FISH,HG
,,,,,,,,
2017,,SANTEE,030501120402,WADMACON CREEK @ SANDHOLE,CSTL-586,GEORGETOWN,FISH,HG
2017,,SANTEE,030501120402,WADMACON CREEK @ THE BLUFF,CSTL-587,GEORGETOWN,FISH,HG
,,,,,,,,
2012,,SANTEE,030501120403,NORTH SANTEE RIVER AT BEACH CREEK,06A-03,GEORGETOWN,SHELLFISH,FC
2012,,SANTEE,030501120403,NORTH SANTEE INLET,06A-04,GEORGETOWN,SHELLFISH,FC
2012,,SANTEE,030501120403,NORTH SANTEE BAY - E OF CANE ISLAND (C6-97),06A-04A,GEORGETOWN,SHELLFISH,FC
2012,,SANTEE,030501120403,NORTH SANTEE RIVER - SW OF CANE ISLAND (C6-97),06A-04B,GEORGETOWN,SHELLFISH,FC
2012,,SANTEE,030501120403,NORTH SANTEE RVR NEAR THE NORTHWESTERN TIP OF CONE ISL (C-3/-01),06A-04C,GEORGETOWN,SHELLFISH,FC
2012,,SANTEE,030501120403,NORTH SANTEE RIVER AND MOSQUITO CREEK,06A-05,GEORGETOWN,SHELLFISH,FC
2012,,SANTEE,030501120403,AIWW AT MINUM CREEK,06A-11,GEORGETOWN,SHELLFISH,FC
2017,,SANTEE,030501120403,NORTH SANTEE RIVER @ HARRIS LANDING,CSTL-593,GEORGETOWN,FISH,HG
2010,,SANTEE,030501120403,"MINIM CREEK, 9 M S OF GEORGETOWN",RT-01654,GEORGETOWN,AL,TURBIDITY
2017,,SANTEE,030501120403,NORTH SANTEE RIVER @ POLE YARD,ST-005,GEORGETOWN,FISH,HG
,,,,,,,,
2017,,SANTEE,030502010101,DIVERSION CANAL,CSTL-079,BERKELEY,FISH,HG
2017,,SANTEE,030502010101,LAKE MOULTRIE @ DAM,CSTL-080,BERKELEY,FISH,HG
2011,,SANTEE,030502010101,TRIBUTARY 0.6 KM UPSTR OF SC HWY. 6 NEAR CROSS HS,SC-026,BERKELEY,REC,FC
2009,*,SANTEE,030502010101,TRIBUTARY FLOWING TO LAKE MOULTRIE FROM CROSS GENER. STATION,SC-043,BERKELEY,REC,FC
2017,,SANTEE,030502010101,LAKE MOULTRIE @ FRED L. DAY LANDING,ST-530,BERKELEY,FISH,HG
2017,,SANTEE,030502010101,LAKE MOULTRIE @ HATCHERY LANDING,ST-531,BERKELEY,FISH,HG
,,,,,,,,
2008,*,SANTEE,030502010201,WADBOO SWAMP AT S-08-447 THIRD BRIDGE FROM WEST,RS-02461,BERKELEY,REC,FC
2008,*,SANTEE,030502010201,WALKER SW AT US 52 2.5 MI S ST STEPHENS,ST-007,BERKELEY,REC,FC
,,,,,,,,
2017,,SANTEE,030502010203,WADBOO CREEK @ REMBERT C. DENNIS RAMP,CSTL-113,BERKELEY,FISH,HG
2009,*,SANTEE,030502010203,CANE GULLEY BRANCH AT S-08-97 6.1 MI NE OF MONCKS CORNER,RS-03333,BERKELEY,REC,FC
,,,,,,,,
2011,,SANTEE,030502010301,TURKEY CK AT FOREST SERVICE RD 251 IRISHTOWN FM SC 402,RS-02483,BERKELEY,REC,FC
,,,,,,,,
2017,,SANTEE,030502010304,EAST FORK OF COOPER RIVER NEAR QUINBYCR,CSTL-564,BERKELEY,FISH,HG
,,,,,,,,
2017,,SANTEE,030502010401,WANDO RIVER AT DEEP CREEK,09B-04,CHARLESTON,SHELLFISH,FC
2017,,SANTEE,030502010401,WANDO RIVER OPPOSITE BIG PARADISE ISLAND,09B-05,CHARLESTON,SHELLFISH,FC
2017,,SANTEE,030502010401,WANDO RIVER AT PARADISE BOAT LANDING,09B-06,CHARLESTON,SHELLFISH,FC
2017,,SANTEE,030502010401,DEEP CREEK - 1 MILE FROM CONFLUENCE WITH WANDO RIVER,09B-09,CHARLESTON,SHELLFISH,FC
2017,,SANTEE,030502010401,WANDO RIVER AT ALSTON CREEK CONFLUENCE,09B-10,CHARLESTON,SHELLFISH,FC
2017,,SANTEE,030502010401,WANDO RIVER AT GUERIN CREEK,09B-11,CHARLESTON,SHELLFISH,FC
2017,,SANTEE,030502010401,GUERIN CREEK AT OLD HOUSE CREEK,09B-12,BERKELEY,SHELLFISH,FC
2020,,SANTEE,030502010401,TOOMER CREEK 2.5 MI E SC 41 BRIDGE OVER WANDO RIVER,RT-06012,CHARLESTON,AL,DO
,,,,,,,,
2017,,SANTEE,030502010402,BOONE HALL CREEK OPPOSITE COUNTY RECREATION AREA,09B-07,CHARLESTON,SHELLFISH,FC
2017,,SANTEE,030502010402,RAT HALL CRK AT CONFLUENCE WITH WANDO RVR.  (C6-97/U4/01),09B-18,CHARLESTON,SHELLFISH,FC
2017,,SANTEE,030502010402,WANDO RIVER AT I-526 MARK CLARK EXPRESSWAY (09B-15),MD-264,CHARLESTON,AL,NH3N
2021,,SANTEE,030502010402,BERESFORD CREEK 5.3 MI NNE OF WANDO AND COOPER RIVER CONFLUENCE,RO-056092,BERKELEY,AL,DO
2017,,SANTEE,030502010402,BOONE HALL CREEK 1.5 MI WNW OF INTERSECTION OF US 17 AND SC 41,RT-052100,CHARLESTON,REC,FC
,,,,,,,,
2017,,SANTEE,030502010505,CYPRESS SWP AT US 78,CSTL-078,DORCHESTER,REC,FC
"2014, 2014",,SANTEE,030502010601,DORCHESTER CK AT SC 165,CSTL-013,DORCHESTER,AL,DO
"2014, 2014",,SANTEE,030502010601,DORCHESTER CK AT SC 165,CSTL-013,DORCHESTER,AL,NH3N
2014,,SANTEE,030502010601,SAWMILL BR AT SC 78 E OF SUMMERVILLE,CSTL-043,DORCHESTER,AL,DO
,,,,,,,,
2010,,SANTEE,030502010602,ASHLEY RVR AT SC 165 4.8 MI SSW OF SUMMERVILLE,CSTL-102,DORCHESTER,REC,FC
,,,,,,,,
2009,*,SANTEE,030502010603,EAGLE CK AT SC 642 5 MI SSE OF SUMMERVILLE,CSTL-099,DORCHESTER,REC,FC
2010,,SANTEE,030502010603,EAGLE CK AT SC 642 5 MI SSE OF SUMMERVILLE,CSTL-099,DORCHESTER,AL,TURBIDITY
,,,,,,,,
2017,,SANTEE,030502010604,ASHLEY RIVER @ DORCHESTER STATE PARK,CSTL-560,DORCHESTER,FISH,HG
2010,,SANTEE,030502010604,ASHLEY RVR AT MAGNOLIA GARDENS,MD-049,CHARLESTON,REC,FC
2010,,SANTEE,030502010604,ASHLEY RVR AT MAGNOLIA GARDENS,MD-049,CHARLESTON,AL,TURBIDITY
2009,*,SANTEE,030502010604,ASHLEY RV 1.8 MI NW RUNNYMEDE PLANTATION,RT-032046,CHARLESTON,REC,FC
,,,,,,,,
2009,*,SANTEE,030502010605,CHURCH CK MOUTH,MD-246,CHARLESTON,REC,FC
2016,,SANTEE,030502010605,JAMES ISLAND CREEK N OF WHITE HALL PLANTATION,RT-052098,CHARLESTON,AL,DO
2016,,SANTEE,030502010605,JAMES ISLAND CREEK N OF WHITE HALL PLANTATION,RT-052098,CHARLESTON,REC,FC
,,,,,,,,
2017,,SANTEE,030502010701,COOPER RIVER @ US 17A,CSTL-062,BERKELEY,FISH,HG
,,,,,,,,
2014,,SANTEE,030502010703,FOSTER CREEK AT CHARLESTON CPW WATER INTAKE,MD-240,BERKELEY,AL,DO
,,,,,,,,
2014,,SANTEE,030502010704,BACK RIVER RES IN FOREBAY EQUIDISTANT FROM DAM AND SHORELINES,CSTL-124,BERKELEY,AL,DO
2017,,SANTEE,030502010704,COOPER RIVER @ BUSHY PARK,MD-042,BERKELEY,FISH,HG
2017,,SANTEE,030502010704,BACK RIVER RESERVOIR,MD-152,BERKELEY,FISH,HG
2017,,SANTEE,030502010704,DURHAM CREEK,MD-217,BERKELEY,FISH,HG
,,,,,,,,
2009,*,SANTEE,030502010706,GOOSE CK AT S-08-136 BRIDGE,MD-039,BERKELEY,REC,FC
2015,,SANTEE,030502010706,GOOSE CK AT US 52 N CHTN,MD-114,CHARLESTON,AL,DO
2015,,SANTEE,030502010706,GOOSE CK RES 2.3 M S OF GOOSE CREEK TOWN CENTER,RL-01008,BERKELEY,AL,DO
"2015, 2015, 2015",,SANTEE,030502010706,GOOSE CREEK RESERVOIR 1.0 MI NW OF SPILLWAY NEAR W SHORELINE,RL-03340,BERKELEY,AL,CHLA
"2015, 2015, 2015",,SANTEE,030502010706,GOOSE CREEK RESERVOIR 1.0 MI NW OF SPILLWAY NEAR W SHORELINE,RL-03340,BERKELEY,AL,DO
"2015, 2015, 2015",,SANTEE,030502010706,GOOSE CREEK RESERVOIR 1.0 MI NW OF SPILLWAY NEAR W SHORELINE,RL-03340,BERKELEY,AL,TP
"2015, 2015",,SANTEE,030502010706,GOOSE CREEK RESERVOIR 2.8 MI NW OF SPILLWAY NEAR OTRANTO,RL-04390,BERKELEY,AL,DO
"2015, 2015",,SANTEE,030502010706,GOOSE CREEK RESERVOIR 2.8 MI NW OF SPILLWAY NEAR OTRANTO,RL-04390,BERKELEY,AL,TP
2015,,SANTEE,030502010706,GOOSE CREEK RESERVOIR 0.55 MI W OF DAM,RL-05412,BERKELEY,AL,TP
"2015, 2015",,SANTEE,030502010706,GOOSE CREEK RESERVOIR 2 MI N OF SPILLWAY,RL-06434,BERKELEY,AL,DO
"2015, 2015",,SANTEE,030502010706,GOOSE CREEK RESERVOIR 2 MI N OF SPILLWAY,RL-06434,BERKELEY,AL,TP
"2015, 2015",,SANTEE,030502010706,GOOSE CREEK RESERVOIR 100 M US OF DAM,ST-032,BERKELEY,AL,CHLA
"2015, 2015",,SANTEE,030502010706,GOOSE CREEK RESERVOIR 100 M US OF DAM,ST-032,BERKELEY,AL,TP
2017,,SANTEE,030502010706,GOOSE CREEK RESERVOIR 100 M US OF DAM,ST-032,BERKELEY,FISH,HG
"2015, 2015, 2015",,SANTEE,030502010706,GOOSE CK RESERVOIR AT 2ND POWERLINES US OF BOAT RAMP,ST-033,BERKELEY,AL,CHLA
"2015, 2015, 2015",,SANTEE,030502010706,GOOSE CK RESERVOIR AT 2ND POWERLINES US OF BOAT RAMP,ST-033,BERKELEY,AL,PH
"2015, 2015, 2015",,SANTEE,030502010706,GOOSE CK RESERVOIR AT 2ND POWERLINES US OF BOAT RAMP,ST-033,BERKELEY,AL,TP
2018,,SANTEE,030502010707,BLOCK ISL. CREEK - 100 YDS S. OF SPLIT FROM SPOIL AREA ,10A-32,CHARLESTON,SHELLFISH,FC
2018,,SANTEE,030502010707,BLOCK ISLAND CREEK - 100 YDS S. OF SPLIT FROM SPOIL AREA,10A-32,CHARLESTON,SHELLFISH,FC
2017,#,SANTEE,030502010707,INTRACOASTAL WATERWAY AT SC 703 E MT PLEASANT,MD-069,CHARLESTON,AL,CU
2017,#,SANTEE,030502010707,SHEM CK AT BRDG ON US 17,MD-071,CHARLESTON,AL,CU
2010,,SANTEE,030502010707,SHEM CK AT BRDG ON US 17,MD-071,CHARLESTON,REC,FC
2017,#,SANTEE,030502010707,CHAS HBR AT FT JOHNSON PIER AT MARINE SCI LAB,MD-165,CHARLESTON,AL,CU
2009,*,SANTEE,030502010707,"FILBIN CREEK AT VIRGINIA AVE, NORTH CHARLESTON",MD-249,CHARLESTON,REC,FC
2017,#,SANTEE,030502010707,CHARLESTON HARBOR 0.5 MI SE OF MOUTH OF SHEM CK,RO-036044,CHARLESTON,AL,CU
2014,#,SANTEE,030502010707,UNNAMED TRIBUTARY TO PARROT POINT CREEK 0.8 MI S OF FT JOHNSON,RT-042072,CHARLESTON,AL,TURBIDITY
,,,,,,,,
2018,,SANTEE,030502020105,RANTOWLES CREEK AT CONFLUENCE OF STONO RIVER,11-18,CHARLESTON,SHELLFISH,FC
,,,,,,,,
2008,*,SANTEE,030502020201,LOG BRIDGE CK AT SC 162,MD-121,CHARLESTON,REC,FC
,,,,,,,,
2018,,SANTEE,030502020202,STONO RIVER (AIWW) AT MARKER #27,11-12,CHARLESTON,SHELLFISH,FC
2018,,SANTEE,030502020202,STONO RIVER (AIWW) AT MARKER #51,11-16,CHARLESTON,SHELLFISH,FC
2018,,SANTEE,030502020202,STONO RIVER (LOG BRIDGE CREEK) AT MARKER #54,11-17,CHARLESTON,SHELLFISH,FC
2018,,SANTEE,030502020202,STONO RIVER AT MOUTH OF PENNY CREEK NEAR MARKER #25,11-27,CHARLESTON,SHELLFISH,FC
2014,,SANTEE,030502020202,STONO RVR AT SC 700,MD-026,CHARLESTON,AL,DO
2017,,SANTEE,030502020202,STONO RVR AT S-10-20 2 MI UPSTRM OF CLEMSON EXP STA,MD-202,CHARLESTON,AL,CU
,,,,,,,,
2017,,SANTEE,030502020204,FOLLY RIVER AT SC 171,MD-130,CHARLESTON,AL,CU
,,,,,,,,
2018,,SANTEE,030502020205,ABBAPOOLA CREEK AT FIRST LARGE BEND,11-06,CHARLESTON,SHELLFISH,FC
2018,,SANTEE,030502020205,ABBAPOOLA CREEK AT CONFLUENCE WITH SMALL CREEK ON WEST BANK AT SEVENTH BEND (C-4/99),11-06A,CHARLESTON,SHELLFISH,FC
2018,,SANTEE,030502020205,BASS CREEK AT CONFLUENCE WITH CINDER CREEK,11-32,CHARLESTON,SHELLFISH,FC
2018,,SANTEE,030502020205,CINDER CREEK AT PUBLIC DOCK (3RD BEND FROM CONFLUENCE WITH BASSK CREEK) (C5-01),11-34,CHARLESTON,SHELLFISH,FC
2018,,SANTEE,030502020205,BASS CREEK AT PUBLIC DOCK (5TH BEND FROM CONFLUENCE WITH CINDER CREEK (C5-01),11-35,CHARLESTON,SHELLFISH,FC
2018,,SANTEE,030502020205,ABBAPOOLA CREEK@ BLIND ROAD,MD-802,CHARLESTON,REC,FC
2010,,SANTEE,030502020205,"TRIBUTARY TO STONO INLET, 11 M SW OF CHARLESTON",RT-01642,CHARLESTON,AL,TURBIDITY
,,,,,,,,
2013,,SANTEE,030502090101,ALLIGATOR CREEK AND OCEAN INLET,06B-06,CHARLESTON,SHELLFISH,FC
2013,,SANTEE,030502090101,ALLIGATOR CREEK AT MARKER #26,06B-07,CHARLESTON,SHELLFISH,FC
